job_id,title,description,formatted_experience_level,formatted_work_type,location,salary,key_skills,company_name_encoded,source_split
train-12287,qc officer/sr.officer,Responsible for maintenance/calibration of laboratory instruments as per the schedule and requirement of,1-6 yrs,,Indore,3to6,"qc, karl fischer, analytical instruments, hplc, gc, wet lab, api, uv, ir..",4137,train
train-12289,senior data engineering analyst - big data - multiple locations,Required Qualifications: B.Tech./ MCA/ GraduationExperience on Big Data TechnologyProficient experience,8-13 yrs,,Noida,15to25,senior data engineering analyst - big data - multiple locations,3114,train
train-12290,opneing for salesforce ( einstein analytics ) jk technosoft bangalore,The candidate should have good communication and following skills set:;Total Experience Range- 5+Years,5-9 yrs,Analytics,Noida,6to10,"salesforce, apex, software design, einstein",2279,train
train-12291,manager intermediate rec and proofing analyst,Responsible for complex and exceptional / unusual issues with broader departmental & internal/,7-10 yrs,,Mumbai,10to15,"process improvement, auditing, capital market operations, management..",909,train
train-12292,cn - strategy - mc products aiit,"Experience with supporting design & implementation of one of these technologies, such as, SAP (DMS",2-5 yrs,Analytics,Mumbai,3to6,"analytics, ms access, automotive, supply chain, project delivery..",190,train
train-12299,assistant manager - startegy & analysis,"Delegate project tasks based on staff members individual strengths, skill sets and experience levels",1-6 yrs,,Hyderabad(Gachibowli),10to15,"strategic planning, budgetary control, budget management..",1123,train
train-12300,statistical analyst,"Hands on experience on statistical tools like SAS, R;Good knowledge of R is",2-5 yrs,Analytics,Bengaluru,3to6,"analytics, predictive modeling, statistical analyst, time series analysis..",1526,train
train-12301,ux researcher - wireframe,"- Experience with qualitative and user-centered design methodologies;Apply now if you like designing,",2-5 yrs,,Bengaluru,10to15,"user experience, product management, wireframing, ux, usability testing..",3204,train
train-12302,credit officer(fresher) for leading nbfc,We are looking for Credit Officer with excellent communicator and should have good command over,0-4 yrs,,Gurgaon,0to3,"finance, accounts, taxation, direct taxation, gst, sales tax, vat, credit..",3383,train
train-12307,data analyst(2 to 6yrs),2-5 years of experience in the field or in a related area;VBA automation experience & Power BI are,2-5 yrs,,Gurgaon,0to3,"excel, sql, macros, vba, business analysis, data analysis, ms access..",4661,train
train-12309,integration analyst - java - db/ sql,- Help in developing POC when required;- Experience Range (In Years) : 4-8,4-8 yrs,,Pune,15to25,"hibernate, spring batch, spring framework, groovy, core java, web services",4061,train
train-12310,technical lead - sharepoint : mena it sd,"Experience in configuring, administering FAST Search, developing custom filters, customer search results",10-12 yrs,,"Kochi, Trivandrum",15to25,"sharepoint, devops, sharepoint design, service applications design..",1305,train
train-12313,immediate hiring for ui designer,2+ years experience into UI designing;Proficient in software tools needed to complete the projects,2-4 yrs,,Pune(Kalyani Nagar),3to6,"photoshop, illustrator, flash, user interface designing, application design..",1446,train
train-12314,opening for telugu quality analyst in call center,Must spend 2 hours a day in the team and give spot feedback on calls to the Unit Managers/ Team Leader,1-6 yrs,,Chennai,0to3,"customer service, call audit, quality analysis, outbound sales, feedback..",2719,train
train-12315,master data & system management - japanese language skill mandatory,- Problem-solving experience with the appropriate system monitoring;Preferred skills and knowledge,5-10 yrs,,Gurgaon,0to3,"secondary sales, resource planning, scope, sql, team management..",4774,train
train-12317,workday reporting analyst,This individual will have a good understanding of country specific employee data privacy requirements,4-6 yrs,,"Bengaluru, Hyderabad",10to15,"workday reporting analyst, workday reporting, workday hcm, hcm, scripting..",837,train
train-12318,se,At least 5 years of experience in system engineering in large-scale globally distributed data centers,5-9 yrs,,Hyderabad,10to15,"ansible, javascript, aws, azure, linux, devops, scalability, infrastructure..",1452,train
train-12319,head - credit policy - rfs and risk analytics,Job Description : a) Formulate Overall and product wise/ region,10-18 yrs,Analytics,Bengaluru,25to50,"credit policy, model validation, credit risk, risk modeling, risk analytics..",1829,train
train-12322,technology lead- android and ios app- noida,"Working with multiple internal teams, both onsite and off shore for our international clientele, the",7-9 yrs,,Noida,15to25,"android, javascript, java, ios, apache cordova, technical architecture..",1119,train
train-12324,aim sbs apac,•2 - 5 years of experience in the field of advanced quantitative techniques while working for,2-5 yrs,,Bengaluru,3to6,"consulting, operations research, mining, econometrics, machine learning..",910,train
train-12325,manager- r modelling,"- 4-6 years work experience in analytics, modelling;- Banking, Credit cards, 5+ years work experience in",5-8 yrs,Analytics,Gurgaon,15to25,"panda, banking, analytics, team management, credit card domain..",1970,train
train-12329,advance analyst - ots,MBA/PG Diploma (Fin) with 3+ yrs relevant experience;The TS Team hires people who have a post-graduate,3-5 yrs,,Gurgaon,6to10,"industry research, company profiling, qualitative, capital iq..",1305,train
train-12330,android developer,Having 7 to 9 years of full stack development experience for Android Applications;At least 3 Years,3-6 yrs,,Pune(Kalyani Nagar),0to3,"agile methodology, web technologies, product life cycle..",2145,train
train-12334,consultant ii - sas + sql - banking - iit/dse/isi,"At least 1-2 yr experience in Analytics with excellent skills on SAS, Predictive modelling;- Preferred",1-3 yrs,Analytics,"Delhi NCR, Gurgaon",6to10,"sas sql, data analysis, excel, predictive modeling, data extraction..",1969,train
train-12339,"software development engineering, associate","Good written and verbal communication skills;Experience in working on large applications, SDLC",3-5 yrs,,Bengaluru,6to10,"flex, lan, application support, sdlc, middleware, coding, internship..",1526,train
train-12341,bi data modeler,"- Candidate should understand and apply industry best practices, standards, processes, and procedures",2-5 yrs,Analytics,Bengaluru,6to10,"modeler, design development, project life cycle, customer engagement..",592,train
train-12346,looking for ea/pa for ceo of a co working space organization -gurgaon,"Dear Candidate, We are hiring for EA/PA for CEO of a co working space organization -Gurgaon.",2-5 yrs,,Gurgaon,0to3,"executive assistant, ea, personal assistant, personal secretary, pa..",4365,train
train-12347,digital director,"by drawing upon media planning experience;Hands on digital media strategy, planning, buying experience",7-12 yrs,,Bengaluru,15to25,"media strategy, client servicing, client relationship, digital media, media..",1374,train
train-12349,csm / manager health management team,* Preparing the MIS/ PPT and various reports as per requirement;* Analytical work Experience in,0-3 yrs,,Hyderabad(Gachibowli),3to6,"health insurance, communication skills, health management, ms office, sas..",2005,train
train-12350,salesforce consultants - large group in bglr,"Experience in DevOps for build, test, deploy operations of application life cycle management;Experience",5-10 yrs,,Bengaluru,3to6,"javascript, jquery, angularjs, css, oauth, apex, design patterns..",451,train
train-12351,hiring for .net/ php developer,- Must have advanced topics awareness in .Net and/or PHP;- Must be willing to explore advanced,2-7 yrs,ANALYTICS,Thanjavur,0to3,"sql queries, software engineering, asp.net mvc, jquery, php web developer..",574,train
train-12352,pricing analyst,"As one of Canadas largest online flight booking sites by volume (second only to Expedia.ca in Canada),",2-5 yrs,analytics,Mumbai,3to6,"excel, analytics, pricing analyst, costing analyst, revenue management",1544,train
train-12353,lead software development engineer/principal engineer - big data/pytho,"- Hands-on experience using big data technologies, such as Hadoop, Hive, Kafka,;- Experience in building",4-8 yrs,,"Gurgaon, Gurugram",6to10,"big data, python, java, hadoop, hive, kafka, multithreading..",1584,train
train-12356,"faasos hiring for "" f & b controller "" ahmedabad",Any graduate & familiar with inventory & asset,3-8 yrs,,Ahmedabad,3to6,"food, auditing, inventory management, cost control, asset protection, fixed..",1453,train
train-12358,.net angular developer: citiustech healthcare technology: mumbai,"Experience - 3 yrs to 8 yrs;Experience - 3 yrs to 8 yrs;Should have experience in .Net, Asp.net, Mvc",3-8 yrs,,"Mumbai, Navi Mumbai",3to6,"asp.net mvc, javascript, angularjs, net, web technologies, angular",912,train
